user_id,paper_id,event,timestamp,label
136,639,save,2024-01-25 08:13:49,1
106,0,click,2024-07-11 15:54:24,1
128,784,open_pdf,2025-05-31 19:53:07,0
110,161,save,2024-09-29 06:14:04,1
164,67,click,2025-08-11 05:50:51,1
159,0,click,2024-08-02 23:07:41,1
131,574,click,2024-10-10 17:12:46,1
125,460,click,2025-03-05 14:43:57,1
26,248,save,2025-10-19 07:56:53,1
56,588,click,2024-06-24 20:29:13,1
90,85,click,2024-12-14 17:15:06,1
8,676,click,2025-01-02 15:20:44,1
118,227,save,2025-10-25 13:17:50,1
100,28,click,2025-05-28 17:26:36,1
170,108,open_pdf,2025-02-22 20:08:22,0
179,686,save,2025-01-17 22:26:31,1
167,609,click,2025-10-27 07:55:22,1
46,515,click,2023-12-28 21:03:53,1
97,327,click,2025-08-21 20:13:04,1
65,790,click,2025-07-07 17:42:23,1
80,311,click,2024-01-27 19:59:32,1
107,477,open_pdf,2024-04-30 02:35:58,0
103,62,save,2024-07-19 01:43:50,1
115,407,click,2023-12-09 10:08:05,1
70,812,open_pdf,2024-02-22 08:36:17,0
133,879,open_pdf,2025-07-09 08:00:04,0
149,89,save,2024-04-12 11:21:48,1
47,873,open_pdf,2025-08-18 11:00:24,0
146,926,click,2025-01-16 11:46:33,1
178,797,click,2025-03-26 18:52:58,1
58,505,save,2025-08-25 12:26:57,1
138,195,click,2024-05-27 19:15:40,1
93,945,click,2024-12-16 11:36:43,1
195,356,open_pdf,2024-05-19 16:19:02,0
162,68,click,2024-05-15 01:15:31,1
29,443,open_pdf,2024-10-15 20:01:05,0
42,685,click,2024-05-20 18:46:41,1
132,219,open_pdf,2024-05-25 13:50:43,0
185,889,open_pdf,2024-01-19 01:27:04,0
103,97,click,2024-11-07 07:04:06,1
102,71,save,2024-07-24 05:03:46,1
21,382,open_pdf,2025-04-06 05:42:19,0
80,591,click,2025-10-13 17:33:18,1
73,781,save,2025-02-12 14:55:47,1
186,83,click,2024-01-31 08:27:06,1
131,833,save,2024-11-26 15:17:23,1
38,99,open_pdf,2025-08-18 22:07:59,0
151,339,click,2024-06-15 05:50:05,1
170,28,click,2023-12-19 03:20:14,1
37,855,save,2023-12-24 00:34:52,1
60,333,save,2025-07-23 14:34:08,1
90,268,save,2024-03-05 14:02:09,1
174,585,click,2024-07-06 13:57:38,1
130,758,save,2023-12-17 20:37:52,1
189,521,open_pdf,2024-06-08 18:01:17,0
51,815,click,2025-08-01 10:12:47,1
84,498,save,2025-04-24 21:42:25,1
159,954,click,2025-07-21 02:36:45,1
94,490,save,2025-07-11 22:40:49,1
191,813,click,2024-09-12 00:15:29,1
89,289,click,2025-07-31 19:40:02,1
101,323,click,2025-06-17 05:36:22,1
70,781,click,2024-12-20 11:16:43,1
12,223,open_pdf,2024-01-02 00:49:32,0
176,372,open_pdf,2025-07-08 17:15:43,0
22,781,save,2024-12-25 01:22:03,1
165,656,click,2024-03-22 00:39:39,1
79,260,save,2025-01-26 18:33:02,1
69,707,click,2023-11-29 17:46:53,1
151,829,save,2025-02-03 20:17:40,1
184,204,click,2025-08-07 23:56:57,1
102,280,click,2025-01-04 08:10:10,1
37,161,save,2024-07-31 11:58:31,1
43,194,open_pdf,2024-04-22 00:54:59,0
119,369,click,2023-11-26 11:53:15,1
11,886,save,2024-11-30 04:23:48,1
120,702,click,2024-05-30 15:50:40,1
1,225,open_pdf,2024-12-24 19:11:37,0
145,61,click,2025-02-23 04:29:46,1
73,157,click,2024-04-30 17:28:38,1
60,617,open_pdf,2025-02-14 13:26:16,0
179,732,click,2025-08-12 03:18:49,1
75,895,click,2025-01-17 23:03:18,1
4,763,click,2024-02-16 17:48:25,1
180,15,save,2025-03-24 08:47:52,1
168,326,save,2025-01-31 19:02:14,1
52,596,click,2024-05-26 10:33:12,1
119,588,click,2025-10-26 08:07:01,1
111,328,click,2024-07-30 21:41:35,1
77,813,click,2024-10-07 04:09:09,1
98,202,open_pdf,2024-05-25 09:05:38,0
37,778,save,2024-09-03 19:01:51,1
125,317,click,2024-05-20 14:09:14,1
42,972,open_pdf,2025-06-17 00:01:55,0
112,268,open_pdf,2024-12-20 13:02:48,0
3,577,save,2024-03-07 19:18:58,1
86,413,click,2025-09-26 17:03:45,1
149,278,click,2025-07-25 13:52:26,1
121,646,click,2024-05-20 18:13:38,1
114,116,open_pdf,2025-10-21 01:48:37,0
79,793,click,2025-08-23 13:43:48,1
104,731,click,2025-04-06 03:39:43,1
33,237,click,2023-12-24 00:03:44,1
132,625,save,2025-07-04 16:41:34,1
48,749,click,2024-10-29 12:40:45,1
43,547,save,2024-10-23 11:43:29,1
138,822,click,2023-12-04 16:13:21,1
118,560,click,2025-09-08 20:11:10,1
89,40,click,2024-12-21 05:11:09,1
138,855,click,2025-09-24 10:25:12,1
48,26,click,2024-12-17 16:23:28,1
156,788,click,2024-03-29 08:56:18,1
38,56,open_pdf,2025-10-18 14:37:34,0
132,88,open_pdf,2024-12-22 02:47:43,0
160,253,click,2024-12-03 15:26:32,1
71,71,click,2024-08-08 00:03:40,1
83,46,open_pdf,2025-10-05 22:20:09,0
167,735,click,2025-06-19 09:43:10,1
175,168,click,2023-12-05 04:21:04,1
51,937,click,2025-09-05 19:45:20,1
96,512,click,2025-09-02 03:59:06,1
166,235,click,2024-08-23 08:53:19,1
18,313,save,2024-10-31 07:17:56,1
84,311,click,2024-12-23 01:05:45,1
74,851,save,2025-09-20 21:49:18,1
184,329,click,2025-01-25 06:59:03,1
71,807,save,2023-12-05 10:13:58,1
90,29,open_pdf,2024-11-08 20:00:58,0
69,294,click,2024-03-16 22:05:48,1
159,822,open_pdf,2024-07-05 20:16:52,0
122,683,open_pdf,2025-07-30 19:51:39,0
27,26,save,2025-04-10 08:44:49,1
69,915,save,2024-11-18 13:22:45,1
59,513,click,2024-11-06 04:20:52,1
16,241,click,2025-07-11 03:13:54,1
92,950,click,2024-01-14 17:46:19,1
188,547,click,2024-10-26 12:02:09,1
157,925,click,2025-01-03 19:09:22,1
103,187,save,2024-07-09 04:23:25,1
19,463,open_pdf,2025-03-08 12:03:04,0
87,399,open_pdf,2025-11-17 09:21:13,0
11,775,click,2024-09-09 22:11:51,1
79,221,open_pdf,2025-01-17 22:26:13,0
105,382,click,2025-04-06 02:40:28,1
59,757,click,2023-12-02 19:40:23,1
49,497,click,2025-06-16 07:22:11,1
15,627,click,2024-02-18 19:33:56,1
114,598,click,2024-09-24 09:57:53,1
52,394,click,2024-06-08 21:16:33,1
67,730,click,2025-04-16 00:32:26,1
145,539,open_pdf,2024-04-01 10:54:25,0
19,286,open_pdf,2025-08-07 00:03:45,0
191,718,click,2025-10-12 03:29:51,1
194,646,click,2025-06-11 22:08:12,1
172,422,click,2025-06-06 05:00:12,1
149,382,click,2024-04-07 09:27:56,1
105,957,save,2025-02-19 20:03:30,1
21,660,click,2024-01-19 19:13:59,1
97,978,click,2025-03-11 07:08:11,1
63,821,save,2024-09-14 03:46:54,1
7,835,open_pdf,2023-12-11 17:21:51,0
102,197,save,2024-07-24 18:20:06,1
183,265,save,2025-09-21 14:09:44,1
136,905,save,2024-09-23 02:54:56,1
39,796,click,2025-08-29 12:00:01,1
36,4,click,2023-12-14 04:33:31,1
19,363,save,2024-02-11 22:59:17,1
138,363,click,2025-09-27 01:25:22,1
43,359,open_pdf,2024-09-22 12:10:42,0
85,580,click,2025-01-07 09:20:19,1
90,387,click,2024-11-06 04:12:56,1
184,709,click,2024-11-01 02:32:53,1
177,267,open_pdf,2024-08-02 03:06:29,0
31,74,open_pdf,2025-09-11 12:44:24,0
179,706,open_pdf,2024-07-24 08:08:00,0
88,142,click,2024-03-28 03:59:47,1
145,725,open_pdf,2025-09-08 07:22:11,0
61,801,open_pdf,2025-03-23 16:27:43,0
152,230,click,2024-03-07 19:52:49,1
175,197,open_pdf,2024-05-24 13:54:38,0
7,170,click,2024-09-16 17:18:48,1
133,955,click,2025-05-14 09:15:13,1
63,388,click,2024-05-30 21:43:37,1
62,288,save,2024-04-30 22:16:34,1
43,692,open_pdf,2024-06-17 05:56:49,0
160,750,click,2024-02-27 00:37:29,1
162,902,save,2025-05-15 08:36:16,1
72,52,click,2024-10-30 15:58:44,1
7,645,click,2024-12-25 03:15:56,1
186,717,save,2025-11-13 21:18:21,1
0,325,click,2024-07-19 04:28:02,1
134,147,click,2025-07-03 20:55:46,1
104,33,save,2024-07-23 00:19:54,1
185,99,click,2024-02-14 14:05:34,1
69,879,click,2023-12-30 09:25:21,1
182,70,save,2024-08-14 16:52:42,1
27,152,click,2025-04-27 01:00:11,1
112,222,click,2024-06-20 15:12:16,1
11,731,click,2025-06-05 01:34:25,1
105,773,save,2025-07-30 09:26:46,1
172,880,click,2024-01-30 09:22:19,1
191,18,click,2025-09-28 03:26:28,1
64,836,open_pdf,2024-01-20 23:40:39,0
99,337,click,2025-10-26 04:04:48,1
60,137,open_pdf,2024-03-27 00:08:51,0
175,902,click,2025-04-13 11:00:31,1
195,447,click,2024-04-27 19:27:14,1
81,820,click,2025-05-08 20:11:26,1
2,42,click,2024-10-26 16:25:58,1
47,868,click,2024-11-02 12:46:32,1
116,291,open_pdf,2024-06-15 11:44:04,0
39,100,click,2023-12-21 01:49:49,1
46,407,click,2024-11-01 20:00:45,1
122,996,click,2024-02-02 06:58:20,1
84,578,click,2025-02-16 21:35:51,1
199,970,save,2025-03-30 08:11:53,1
104,281,click,2025-07-15 21:07:56,1
83,551,click,2025-03-18 10:16:57,1
164,342,click,2024-03-16 01:23:54,1
73,659,click,2024-10-18 21:58:39,1
120,244,click,2024-01-13 09:11:15,1
31,703,click,2024-05-23 09:23:03,1
109,737,click,2025-05-18 21:49:14,1
147,91,open_pdf,2024-12-05 22:44:45,0
57,186,open_pdf,2024-01-20 15:09:18,0
105,186,click,2023-12-13 16:15:46,1
63,149,click,2025-09-03 06:15:44,1
112,765,open_pdf,2024-08-12 17:10:47,0
183,341,click,2025-06-02 08:41:15,1
192,201,click,2025-01-06 23:11:31,1
51,588,open_pdf,2025-08-19 06:38:21,0
120,908,click,2025-04-01 00:48:16,1
156,73,open_pdf,2024-08-31 00:29:36,0
71,678,click,2025-06-20 11:45:08,1
0,852,save,2024-03-14 00:21:51,1
52,575,open_pdf,2024-10-29 13:32:49,0
133,68,click,2024-05-26 07:11:49,1
87,151,open_pdf,2025-04-10 01:22:59,0
157,695,open_pdf,2024-09-11 19:33:00,0
176,851,click,2024-05-03 14:17:19,1
125,348,click,2025-01-01 09:25:46,1
50,742,open_pdf,2024-01-26 15:06:31,0
77,984,click,2023-12-26 14:13:34,1
172,240,open_pdf,2025-09-16 14:06:07,0
129,456,save,2025-11-03 02:04:05,1
117,774,click,2024-05-29 01:49:16,1
38,881,click,2024-02-29 11:38:55,1
173,47,click,2024-07-28 18:06:19,1
44,14,save,2024-04-20 21:30:53,1
155,152,click,2024-12-07 03:39:14,1
128,884,save,2025-03-16 16:11:39,1
193,272,save,2024-04-11 07:27:44,1
191,3,click,2025-01-25 23:53:20,1
104,614,save,2024-10-01 03:21:10,1
164,197,click,2024-05-16 03:09:00,1
119,714,click,2025-04-03 13:04:24,1
75,923,open_pdf,2024-12-21 15:13:55,0
87,216,click,2025-11-22 10:38:02,1
197,328,open_pdf,2024-01-06 16:24:10,0
191,362,save,2024-03-07 21:41:06,1
61,404,click,2024-02-01 17:29:10,1
182,226,open_pdf,2025-02-18 16:02:12,0
48,141,open_pdf,2024-08-06 18:35:46,0
56,984,open_pdf,2024-11-02 08:27:49,0
75,985,click,2025-06-07 02:03:15,1
62,713,click,2023-12-18 06:54:27,1
19,276,open_pdf,2024-12-25 11:44:13,0
94,238,save,2025-11-20 00:28:43,1
33,957,click,2025-05-28 23:49:19,1
52,855,click,2024-09-24 22:22:13,1
103,74,open_pdf,2025-01-19 23:29:04,0
51,249,click,2025-09-25 16:55:02,1
61,371,click,2024-09-02 03:11:31,1
137,192,click,2024-03-31 07:13:48,1
114,332,save,2024-02-24 00:05:27,1
41,848,click,2025-02-25 15:06:06,1
3,117,click,2025-03-09 20:05:36,1
81,50,click,2025-11-18 08:04:35,1
64,209,click,2025-09-01 22:19:38,1
125,481,save,2024-05-03 18:17:35,1
144,988,open_pdf,2025-05-04 07:24:58,0
162,741,click,2025-02-26 13:56:07,1
137,824,click,2025-09-16 03:37:24,1
27,778,click,2025-07-07 22:03:10,1
89,926,click,2025-05-03 20:12:55,1
25,921,click,2024-01-10 21:43:00,1
141,248,open_pdf,2024-07-18 13:50:04,0
19,348,open_pdf,2025-05-26 15:46:42,0
172,579,click,2025-03-25 01:46:48,1
197,441,save,2025-08-06 06:46:17,1
122,712,open_pdf,2024-03-11 14:16:29,0
174,243,click,2024-02-11 11:13:19,1
92,989,save,2025-04-15 12:33:09,1
188,67,click,2025-10-29 17:11:21,1
66,780,open_pdf,2025-07-21 16:43:09,0
177,672,click,2024-11-20 06:29:07,1
199,154,click,2024-07-08 01:06:52,1
96,23,open_pdf,2023-12-19 06:08:30,0
110,46,click,2024-07-29 08:14:19,1
17,576,open_pdf,2025-01-14 19:29:55,0
9,932,click,2024-07-25 02:15:33,1
78,138,click,2024-09-24 15:28:28,1
73,456,click,2025-03-14 14:25:39,1
27,770,click,2025-09-25 17:23:13,1
152,622,click,2025-08-23 08:20:59,1
39,19,open_pdf,2025-01-08 10:08:21,0
1,395,click,2024-01-01 04:58:20,1
152,240,save,2025-09-19 21:16:29,1
96,901,click,2025-10-08 01:06:34,1
87,879,open_pdf,2024-08-06 11:08:08,0
138,656,open_pdf,2024-08-05 20:05:27,0
76,926,click,2024-02-01 07:47:03,1
46,220,click,2025-06-29 05:16:52,1
192,386,click,2023-12-28 02:38:28,1
15,456,click,2025-03-04 00:37:39,1
19,411,save,2023-12-05 06:33:53,1
129,218,click,2024-09-20 19:32:35,1
144,113,save,2024-07-03 06:53:10,1
3,449,click,2025-02-03 19:56:10,1
101,0,click,2024-01-27 11:17:10,1
42,278,save,2024-01-28 05:51:52,1
62,591,save,2024-08-24 21:43:38,1
100,251,click,2025-08-07 02:01:42,1
7,300,open_pdf,2024-03-12 13:53:43,0
86,6,click,2025-07-09 08:07:17,1
96,522,save,2025-10-07 00:54:56,1
136,742,click,2025-08-07 20:40:40,1
30,881,click,2025-11-04 04:52:11,1
40,465,save,2025-07-06 14:46:06,1
54,610,click,2024-01-01 20:26:20,1
46,76,click,2024-03-04 22:20:19,1
144,50,click,2024-02-09 23:05:28,1
163,761,save,2025-01-06 21:31:27,1
28,853,open_pdf,2024-06-03 09:52:53,0
93,318,save,2024-02-18 19:21:46,1
76,697,open_pdf,2025-10-14 01:19:18,0
109,2,click,2025-03-08 23:26:10,1
92,396,click,2025-04-06 02:07:22,1
150,278,click,2025-09-08 09:26:02,1
75,62,click,2024-05-28 21:58:48,1
5,0,click,2025-01-13 05:58:44,1
123,788,click,2024-03-24 12:09:07,1
184,873,open_pdf,2024-06-04 05:37:05,0
101,830,open_pdf,2025-10-18 19:03:35,0
32,742,save,2025-06-05 01:36:03,1
83,616,click,2024-09-04 08:59:12,1
12,9,click,2025-10-06 08:11:40,1
151,261,click,2024-01-13 02:54:32,1
36,30,click,2023-12-07 22:23:43,1
141,405,open_pdf,2024-08-18 07:14:44,0
28,304,click,2025-10-01 03:04:04,1
169,496,click,2024-01-13 03:27:22,1
149,856,open_pdf,2025-01-10 05:09:28,0
48,288,click,2025-04-13 18:14:54,1
24,802,click,2024-02-24 23:27:34,1
57,712,click,2024-05-18 14:15:41,1
135,997,click,2025-10-18 13:32:12,1
57,743,click,2024-10-25 21:25:37,1
75,37,open_pdf,2025-09-20 03:51:34,0
24,435,click,2024-07-20 04:01:53,1
124,255,click,2025-02-14 12:38:07,1
54,691,click,2025-08-14 01:23:17,1
159,246,click,2024-05-27 09:39:02,1
11,181,click,2024-05-24 11:49:15,1
26,299,click,2025-03-10 14:40:30,1
65,96,click,2025-06-02 23:59:27,1
38,421,click,2024-05-17 03:46:49,1
165,56,click,2024-01-18 12:37:10,1
191,962,save,2025-05-03 23:33:48,1
60,922,save,2025-10-31 17:32:09,1
77,351,save,2025-09-25 18:12:00,1
119,572,click,2024-03-12 10:39:11,1
79,856,open_pdf,2025-10-01 09:37:13,0
151,800,save,2025-10-22 18:21:24,1
147,614,click,2024-01-23 21:22:56,1
86,269,click,2024-02-07 17:43:56,1
91,927,click,2024-12-21 01:36:14,1
111,234,save,2025-01-04 23:44:31,1
138,179,click,2025-01-08 01:50:38,1
0,180,click,2024-03-01 06:43:50,1
93,630,open_pdf,2025-08-08 19:19:12,0
190,780,save,2024-01-15 10:02:25,1
33,695,click,2024-12-31 02:09:34,1
178,144,click,2025-01-27 07:21:53,1
131,766,click,2025-10-22 22:23:16,1
186,211,click,2024-12-23 06:33:08,1
35,658,save,2024-02-24 19:14:33,1
22,131,click,2023-12-18 14:06:43,1
154,99,click,2024-07-17 15:06:59,1
111,990,click,2025-08-19 14:04:28,1
26,225,click,2023-12-16 10:11:21,1
172,240,save,2025-11-24 10:56:18,1
82,841,open_pdf,2024-06-12 05:16:28,0
53,88,click,2024-07-20 18:00:21,1
49,663,click,2024-01-05 09:42:21,1
62,919,click,2025-11-04 16:54:21,1
95,619,click,2024-06-25 07:49:47,1
131,126,click,2025-10-26 13:16:46,1
188,524,save,2025-03-07 17:58:28,1
158,20,save,2025-11-16 01:16:49,1
141,689,open_pdf,2024-06-26 02:45:19,0
38,771,open_pdf,2025-01-17 12:29:33,0
89,503,click,2024-03-04 07:44:26,1
174,860,click,2025-06-09 04:40:23,1
37,784,click,2025-01-12 01:15:45,1
3,605,click,2024-01-21 18:16:53,1
129,953,save,2024-06-07 13:55:39,1
199,114,save,2024-07-31 14:36:04,1
75,534,click,2025-07-23 17:15:19,1
87,871,open_pdf,2025-02-09 12:13:45,0
178,343,click,2025-09-30 21:24:46,1
98,156,click,2024-12-28 10:25:35,1
41,626,click,2024-02-08 15:57:41,1
199,419,click,2024-11-08 11:40:31,1
16,789,click,2025-08-05 20:42:37,1
125,813,click,2024-11-09 16:51:27,1
144,284,open_pdf,2024-08-17 01:46:14,0
96,363,open_pdf,2025-11-14 21:18:33,0
132,961,click,2024-03-10 15:15:59,1
54,263,click,2025-02-20 07:37:56,1
5,341,open_pdf,2024-03-29 12:47:04,0
74,671,save,2024-07-15 10:08:47,1
181,906,save,2024-09-13 16:19:20,1
99,119,click,2024-05-06 10:50:50,1
98,284,save,2024-04-23 06:27:03,1
63,908,click,2025-05-11 21:31:08,1
39,195,open_pdf,2024-01-26 08:01:48,0
99,508,click,2024-11-09 03:56:17,1
72,862,click,2024-09-13 09:04:04,1
184,311,click,2024-06-19 15:46:06,1
18,497,open_pdf,2024-12-20 20:35:19,0
38,752,open_pdf,2025-09-07 07:18:02,0
157,487,click,2024-07-03 09:58:43,1
45,76,click,2025-10-04 00:02:09,1
43,280,open_pdf,2025-03-28 14:17:51,0
151,475,click,2024-06-14 12:54:24,1
108,189,click,2024-01-31 23:02:23,1
58,523,open_pdf,2024-09-29 13:14:25,0
83,675,save,2024-04-12 01:13:50,1
194,649,click,2024-12-19 17:39:48,1
181,245,click,2025-03-19 09:43:26,1
74,287,click,2024-05-18 13:01:15,1
13,49,click,2024-09-10 21:31:46,1
104,542,open_pdf,2025-08-20 16:11:26,0
83,659,click,2025-06-29 08:35:34,1
83,959,click,2025-10-16 06:30:16,1
186,569,open_pdf,2024-07-10 20:09:49,0
57,340,click,2025-09-29 12:10:59,1
16,613,open_pdf,2025-06-07 00:33:49,0
124,970,open_pdf,2024-04-05 04:01:33,0
44,142,click,2025-11-09 14:57:22,1
112,569,open_pdf,2024-07-29 18:10:18,0
141,484,click,2024-12-21 09:20:28,1
48,316,save,2024-09-14 20:53:28,1
93,933,save,2025-05-15 12:33:06,1
86,522,click,2024-01-12 23:55:13,1
168,460,click,2024-11-28 07:41:42,1
130,601,open_pdf,2023-12-19 09:30:38,0
98,880,save,2024-09-17 15:48:37,1
132,301,save,2023-12-01 10:55:04,1
121,275,click,2025-08-25 20:01:14,1
107,834,open_pdf,2023-12-03 01:18:41,0
124,580,click,2025-02-04 23:41:04,1
38,839,click,2025-08-08 23:50:20,1
109,950,click,2025-06-15 14:52:13,1
158,400,click,2025-04-27 11:10:39,1
132,215,save,2024-04-22 01:00:48,1
161,154,click,2024-09-27 12:31:54,1
108,554,save,2025-02-25 02:00:53,1
172,589,save,2024-11-08 03:08:01,1
174,180,save,2024-04-26 00:17:29,1
130,295,click,2025-06-12 08:29:24,1
184,725,click,2025-03-20 11:19:53,1
19,352,click,2025-10-22 02:36:28,1
22,911,open_pdf,2025-04-16 21:09:41,0
142,57,click,2024-04-06 17:37:12,1
198,693,click,2025-06-02 09:30:36,1
144,429,click,2024-01-15 21:20:23,1
34,719,save,2024-11-24 02:07:18,1
130,978,open_pdf,2025-07-09 09:06:09,0
0,488,open_pdf,2025-10-30 13:51:53,0
110,714,open_pdf,2025-10-15 09:11:02,0
78,768,open_pdf,2024-01-25 00:01:58,0
139,943,open_pdf,2024-02-20 07:08:04,0
69,290,save,2024-09-28 13:56:32,1
195,286,click,2025-08-21 20:00:39,1
20,797,click,2024-01-01 04:09:33,1
192,64,click,2025-09-14 06:16:09,1
72,269,click,2024-01-02 04:35:28,1
141,338,click,2025-11-01 22:41:42,1
106,301,click,2025-06-02 08:14:47,1
174,979,save,2025-01-25 14:10:58,1
148,106,click,2025-01-14 22:36:13,1
155,74,click,2024-03-01 11:58:36,1
193,509,save,2025-04-05 16:23:51,1
157,122,save,2025-07-07 05:51:19,1
149,832,open_pdf,2024-06-03 16:43:45,0
128,986,open_pdf,2024-02-09 01:40:24,0
64,729,click,2025-06-28 19:15:50,1
151,486,save,2024-01-07 00:06:10,1
2,294,click,2024-01-29 18:29:11,1
124,84,click,2024-01-17 06:18:48,1
104,562,open_pdf,2024-05-08 06:12:24,0
16,692,click,2025-05-27 09:57:03,1
179,131,click,2024-01-26 11:21:46,1
44,521,save,2024-05-24 14:41:00,1
79,34,click,2024-01-09 10:24:30,1
8,847,click,2025-02-04 15:29:28,1
141,83,click,2025-08-19 12:05:56,1
174,936,save,2025-11-21 05:30:56,1
166,147,click,2024-03-25 20:41:00,1
83,877,click,2025-09-16 05:08:58,1
107,537,click,2024-07-02 17:41:10,1
148,282,save,2025-04-12 16:34:39,1
60,728,click,2024-07-19 17:38:19,1
141,42,click,2025-05-11 14:29:32,1
144,384,click,2025-04-07 14:52:53,1
52,284,click,2024-11-05 12:13:30,1
56,83,click,2024-02-18 12:32:01,1
161,360,click,2024-10-14 08:05:34,1
46,428,click,2024-03-06 18:24:25,1
155,175,save,2024-07-05 08:37:52,1
82,547,click,2024-12-20 02:32:41,1
10,296,click,2024-05-05 16:14:34,1
127,274,open_pdf,2024-12-19 13:08:43,0
1,755,open_pdf,2024-11-09 04:05:49,0
187,922,click,2024-12-23 05:30:34,1
138,52,click,2025-04-04 01:53:26,1
95,274,save,2025-06-08 16:56:38,1
122,477,click,2025-09-22 13:36:29,1
49,26,click,2024-01-14 21:39:16,1
192,155,open_pdf,2025-06-07 16:57:56,0
26,472,click,2025-05-11 08:07:57,1
156,480,click,2025-06-23 09:28:20,1
196,141,click,2024-05-15 13:10:28,1
2,991,click,2023-12-26 18:40:51,1
103,833,click,2025-04-16 07:22:49,1
27,715,click,2024-09-26 21:21:17,1
76,58,click,2024-11-18 10:49:33,1
38,168,click,2024-06-21 10:06:37,1
147,454,click,2024-02-28 04:29:55,1
80,765,click,2024-08-01 00:39:45,1
83,518,open_pdf,2024-10-19 05:29:46,0
69,976,click,2025-04-29 08:17:57,1
172,735,click,2025-08-29 03:06:20,1
188,473,save,2024-03-30 02:15:26,1
131,780,click,2024-02-22 20:36:22,1
172,578,click,2024-11-21 02:17:30,1
100,281,click,2025-01-26 17:31:02,1
186,80,save,2024-10-03 13:22:50,1
168,269,click,2025-10-05 03:19:58,1
6,891,click,2024-01-31 03:34:44,1
89,855,save,2025-06-19 15:12:27,1
75,257,open_pdf,2023-12-18 18:24:08,0
145,688,save,2024-06-03 22:59:38,1
11,597,open_pdf,2024-01-16 07:37:40,0
56,62,click,2024-01-13 16:43:53,1
132,856,open_pdf,2025-07-20 04:46:49,0
53,592,save,2024-05-08 09:08:15,1
117,619,save,2025-07-03 09:41:16,1
44,390,open_pdf,2024-06-05 21:57:54,0
151,367,click,2025-09-19 14:04:50,1
150,171,save,2025-08-22 01:21:41,1
70,502,click,2024-08-18 10:56:16,1
186,131,click,2024-04-30 18:51:36,1
131,845,click,2024-07-24 10:46:15,1
66,359,click,2025-04-27 16:08:23,1
66,379,open_pdf,2025-08-25 10:57:40,0
133,607,click,2024-07-05 02:06:30,1
40,480,open_pdf,2024-09-22 07:14:16,0
41,788,click,2024-11-12 23:59:59,1
6,654,click,2025-08-13 13:05:21,1
139,72,click,2024-02-09 15:36:47,1
55,148,click,2025-03-28 02:41:42,1
174,284,open_pdf,2025-03-26 08:08:45,0
11,187,click,2025-03-08 00:44:49,1
151,683,save,2024-05-23 06:00:43,1
63,239,click,2024-09-21 10:18:45,1
106,406,open_pdf,2025-02-25 09:45:02,0
124,997,click,2025-11-15 15:37:57,1
59,681,click,2024-05-16 22:25:02,1
197,464,click,2024-12-12 05:25:34,1
166,476,save,2024-03-02 13:52:10,1
94,988,click,2024-03-12 16:53:05,1
168,595,save,2025-02-16 06:01:46,1
123,396,open_pdf,2025-07-20 13:46:54,0
